ID,API_NUMBER,WELLTYPE,DEPTH,ISWSPNUM,VERIFIED_BY,VERIFIED_NOTES,VERIFIED_DATE,BEDROCK_DEPTH,VLQ,VLC,LATITUDE,LONGITUDE,ELEV_FT,BEDROCK_ELEV_FT,BEDROCK_ELEV_M
1623,120970233000,PRIV,0.0,196860.0,VJA,arcmap,7/20/1904 0:00:00,270.0,nan,nan,42.396383,-88.117722,790.8452148,520.8452148,158.75362147104002
1624,120970237900, ,0.0,424027.0,nan,nan,nan,267.0,nan,nan,42.443414,-88.063943,794.8161621,527.8161621,160.87836620808002
1625,120970242800,PRIV,250.0,196441.0,nan,nan,nan,251.0,nan,nan,42.397297,-88.120168,799.9395142,548.9395142,167.31676392816
1626,120970256000, ,0.0,nan,nan,nan,nan,248.0,nan,nan,42.359482,-88.00294,768.5496216,520.5496216,158.66352466368002
1627,120970263300,PRIV,270.0,333911.0,nan,nan,nan,263.0,nan,nan,42.361298,-88.000318,777.2938232,514.2938232,156.75675731136002
1628,120970274100,PRIV,255.0,196833.0,nan,nan,nan,273.0,nan,nan,42.392757,-88.119146,775.4396973,502.43969730000003,153.14361973704
1629,120970281800,PRIV,168.0,334754.0,nan,nan,nan,260.0,nan,nan,42.38502,-88.115741,776.5635376,516.5635376,157.44856626048002
1630,120970283200,PRIV,270.0,196839.0,nan,nan,nan,270.0,nan,nan,42.392775,-88.120205,782.3053589,512.3053589,156.15067339272
1631,120970285200,PRIV,270.0,209996.0,nan,nan,nan,235.0,nan,nan,42.39277,-88.121524,783.9171143,548.9171143,167.30993643864
1632,120970294700,PRIV,225.0,196613.0,nan,nan,nan,247.0,nan,nan,42.397228,-88.117898,806.4946289,559.4946289,170.53396288872
1633,120970300700,PRIV,240.0,196848.0,VJA,arcmap,7/20/1904 0:00:00,252.0,nan,nan,42.394572,-88.119094,785.6003418,533.6003418,162.64138418064002
1634,120970303300,PRIV,0.0,335391.0,nan,nan,nan,255.0,nan,nan,42.35693,-88.055896,790.5940552,535.5940552,163.24906802496
1635,120970307600,PRIV,160.0,335226.0,nan,nan,nan,252.0,nan,nan,42.369346,-88.079221,772.3861694,520.3861694,158.61370443312
1636,120970323900,PRIV,250.0,335238.0,nan,nan,nan,255.0,nan,nan,42.369612,-88.080337,771.6596069,516.6596069,157.47784818312
1637,120970324000,PRIV,150.0,335222.0,nan,nan,nan,258.0,nan,nan,42.370072,-88.074402,774.3590698,516.3590698,157.38624447504003
1638,120970325700,PRIV,145.0,333782.0,nan,nan,nan,244.0,nan,nan,42.383658,-87.998174,758.7695923,514.7695923,156.90177173304002
1639,120970337500,COMM,150.0,333909.0,nan,nan,nan,246.0,nan,nan,42.359511,-88.000157,783.7230835,537.7230835,163.89799585080002
1640,120970346900,PRIV,160.0,196498.0,nan,nan,nan,315.0,nan,nan,42.397485,-88.11288,791.0263062,476.0263062,145.09281812976002
1641,120970349400,PRIV,125.0,315567.0,nan,nan,nan,261.0,nan,nan,42.456733,-88.099276,791.9788818,530.9788818,161.84236317264
1642,120970352200, ,0.0,406895.0,nan,nan,nan,258.0,nan,nan,42.379384,-88.062196,791.7653809,533.7653809,162.69168809832
1643,120970355800,PRIV,260.0,333906.0,nan,nan,nan,183.0,nan,nan,42.366753,-87.998948,787.4319458,604.4319458,184.23085707984
1644,120970366000,PRIV,160.0,196868.0,nan,nan,nan,270.0,nan,nan,42.396408,-88.120175,791.4685059,521.4685059,158.94360059832
1645,120970372200,PRIV,180.0,197143.0,BL,nan,5/15/2001 0:00:00,273.0,nan,nan,42.397546,-88.081076,800.7483521,527.7483521,160.85769772008
1646,120970377400,PRIV,250.0,335228.0,nan,nan,nan,254.0,nan,nan,42.369208,-88.07922,773.5828857,519.5828857,158.36886356136
1647,120970380400,PRIV,220.0,196610.0,nan,nan,nan,261.0,nan,nan,42.394498,-88.116958,781.3782349,520.3782349,158.61128599752
1648,120970381200,PRIV,250.0,nan,nan,nan,nan,296.0,nan,nan,42.429065,-88.088306,784.9230957,488.9230957,149.02375956936
1649,120970382400,PRIV,190.0,316065.0,nan,nan,nan,314.0,nan,nan,42.430587,-88.06142,843.6705322,529.6705322,161.44357821456
1650,120970382900,PRIV,200.0,nan,nan,nan,nan,282.0,nan,nan,42.384835,-88.137397,788.7409058,506.74090579999995,154.45462808784
1651,120970387100,PRIV,240.0,315151.0,AJS,nan,9/10/2007 0:00:00,258.0,nan,nan,42.452387,-87.992539,785.7545776,527.7545776,160.85959525248
1652,120970391000,PRIV,275.0,196879.0,nan,nan,nan,260.0,nan,nan,42.398994,-88.119189,811.3931885,551.3931885,168.06464385479998
1653,120970394200,PRIV,140.0,nan,nan,nan,nan,198.0,nan,nan,42.444452,-88.137043,740.0593872,542.0593872,165.21970121856
1654,120970395400,PRIV,200.0,nan,nan,nan,nan,277.0,nan,nan,42.401593,-88.061515,808.1499634,531.1499634,161.89450884432003
1655,120970398100,PRIV,250.0,196448.0,nan,nan,nan,240.0,nan,nan,42.388329,-88.117274,771.496521,531.496521,162.00013960080003
1656,120972407300,PRIV,150.0,333435.0,nan,nan,nan,290.0,nan,nan,42.39425,-88.049441,793.5474243,503.5474243,153.48125492664
1657,120972407500,PRIV,160.0,334759.0,nan,nan,nan,252.0,nan,nan,42.381461,-88.117698,753.427063,501.427063,152.8349688024
1658,120972407600,PRIV,180.0,334914.0,nan,nan,nan,230.0,nan,nan,42.364551,-88.117818,741.1533813,511.1533813,155.79955062024
1659,120972407700,PRIV,170.0,334898.0,nan,nan,nan,225.0,nan,nan,42.360017,-88.108123,777.0178833,552.0178833,168.25505082984
1660,120972407800,PRIV,0.0,335230.0,nan,nan,nan,263.0,nan,nan,42.370508,-88.078899,774.8372192,511.83721920000005,156.00798441216003
1661,120972413500,PRIV,150.0,316141.0,nan,nan,nan,240.0,nan,nan,42.430806,-88.120262,766.9152832,526.9152832,160.60377831936
1662,120972417400,PRIV,100.0,316298.0,nan,nan,nan,260.0,nan,nan,42.429065,-88.088306,784.9230957,524.9230957,159.99655956936
1663,120972417500,PRIV,200.0,316878.0,nan,nan,nan,325.0,nan,nan,42.428514,-88.060334,822.2342529,497.2342529,151.55700028392002
1664,120972420300,PRIV,200.0,nan,BL,nan,5/15/2001 11:07:04,302.0,nan,nan,42.412074,-88.027098,799.838623,497.838623,151.7412122904
1665,120972422500,PRIV,100.0,337451.0,nan,nan,nan,220.0,nan,nan,42.394644,-88.138603,740.2677612,520.2677612,158.57761361376
1666,120972425900,PRIV,190.0,334910.0,nan,nan,nan,214.0,nan,nan,42.358246,-88.113022,778.2554932,564.2554932,171.98507432736002
1667,120972426000,PRIV,150.0,333801.0,nan,nan,nan,280.0,nan,nan,42.374017,-88.002796,771.6702881,491.6702881,149.86110381288
1668,120972429200,PRIV,200.0,333495.0,nan,nan,nan,265.0,nan,nan,42.394274,-88.054305,802.3336792,537.3336792,163.77930542016
1669,120972429900,PRIV,150.0,316299.0,nan,nan,nan,274.0,nan,nan,42.429065,-88.088306,784.9230957,510.9230957,155.72935956936
1670,120972430900,PRIV,240.0,334663.0,nan,nan,nan,238.0,nan,nan,42.386252,-88.114095,766.2185669,528.2185669,161.00101919112
1671,120972431200,PRIV,150.0,316204.0,nan,nan,nan,279.0,nan,nan,42.423587,-88.103055,816.741394,537.741394,163.9035768912
1672,120972434500,PRIV,250.0,335221.0,nan,nan,nan,267.0,nan,nan,42.368694,-88.074758,767.4578247,500.45782469999995,152.53954496856
1673,120972438300,MUNIC,0.0,406903.0,nan,nan,nan,244.0,nan,nan,42.357872,-88.066912,797.1187134,553.1187134,168.59058384432004
1674,120972442600,PRIV,250.0,316227.0,nan,nan,nan,272.0,nan,nan,42.424009,-88.11942,800.3795166,528.3795166,161.05007665968
1675,120972451300,PRIV,100.0,337455.0,nan,nan,nan,224.0,nan,nan,42.396418,-88.138601,735.7929688,511.79296880000004,155.99449689024001
1676,120972456500,PRIV,140.0,nan,nan,nan,nan,275.0,nan,nan,42.411494,-88.024509,806.1887817,531.1887817,161.90634066216003
1677,120972458400,PRIV,225.0,316215.0,nan,nan,nan,265.0,nan,nan,42.429383,-88.113561,776.5949097,511.5949097,155.93412847656
1678,120972465000,PRIV,140.0,nan,nan,nan,nan,282.0,nan,nan,42.411101,-88.027331,797.4110107,515.4110107,157.09727606136002
1679,120972465200,PRIV,150.0,nan,BL,nan,5/15/2001 11:07:04,284.0,nan,nan,42.411728,-88.026526,806.6409912,522.6409912,159.30097411776
1680,120972466000,PRIV,160.0,nan,BL,nan,5/15/2001 11:07:04,268.0,nan,nan,42.411971,-88.030981,783.8123779,515.8123779,157.21961278392
1681,120972466400,PRIV,300.0,196820.0,nan,nan,nan,300.0,nan,nan,42.398198,-88.117708,804.3381958,504.3381958,153.72228207984
1682,120972469400,PRIV,200.0,316048.0,nan,nan,nan,312.0,nan,nan,42.430152,-88.057923,820.3067017,508.30670169999996,154.93188267816
1683,120972473100, ,0.0,nan,nan,nan,nan,275.0,nan,nan,42.412631,-88.034554,780.7362671,505.73626709999996,154.14841421207998
1684,120972476300,PRIV,170.0,nan,nan,nan,nan,275.0,nan,nan,42.491321,-88.058637,816.1355591,541.1355591,164.93811841368
1685,120972481700,nan,,406902.0,nan,nan,nan,255.0,nan,nan,42.371291,-88.085421,770.2932129,515.2932129,157.06137129191998
1686,120972481800,PRIV,200.0,335445.0,nan,nan,nan,279.0,nan,nan,42.363792,-88.06105,780.954895,501.95489499999996,152.995851996
1687,120972483100,PRIV,100.0,313340.0,nan,nan,nan,220.0,nan,nan,42.494403,-88.033757,774.7346802,554.7346802,169.08313052495998
1688,120972493800,PRIV,130.0,196444.0,nan,nan,nan,270.0,nan,nan,42.391824,-88.109179,780.6866455,510.68664550000005,155.65728954840003
1689,120972497900,PRIV,250.0,316305.0,nan,nan,nan,295.0,nan,nan,42.429826,-88.091068,809.2619629,514.2619629,156.74704629192
1690,120972505200,PRIV,250.0,335215.0,nan,nan,nan,279.0,nan,nan,42.358184,-88.067915,800.3532104,521.3532104,158.90845852992
1691,120972506200,PRIV,360.0,316049.0,nan,nan,nan,326.0,nan,nan,42.431577,-88.059896,849.614502,523.614502,159.59770020960002
1692,120972513400,PRIV,130.0,197023.0,nan,nan,nan,295.0,nan,nan,42.397037,-88.067655,804.2645874,509.2645874,155.22384623952001
1693,120972544800,PRIV,200.0,316302.0,nan,nan,nan,276.0,nan,nan,42.427245,-88.090779,808.906189,532.906189,162.42980640720003
1694,120972560700,PRIV,150.0,nan,nan,nan,nan,120.0,nan,nan,42.384797,-88.134978,798.8745728,678.8745728,206.92096978944002
1695,120972561900,PRIV,0.0,196841.0,nan,nan,nan,280.0,nan,nan,42.39254,-88.119381,775.6108398,495.6108398,151.06218397104
1696,120972589900,PRIV,200.0,316428.0,nan,nan,nan,265.0,nan,nan,42.429034,-88.098156,820.4370728,555.4370728,169.29721978944002
1697,120972590100,PRIV,235.0,316412.0,BL,nan,5/15/2001 0:00:00,290.0,nan,nan,42.42648,-88.095893,819.0617676,529.0617676,161.25802676448004
1698,120972591900,PRIV,200.0,nan,nan,nan,nan,224.0,nan,nan,42.415272,-87.984425,685.2449341,461.2449341,140.58745591368
1699,120972623700,PRIV,260.0,nan,nan,nan,nan,248.0,nan,nan,42.38542,-88.1387,790.6608887,542.6608887,165.40303887576002
1700,120972630500,PRIV,0.0,nan,BL,nan,5/15/2001 11:07:04,250.0,nan,nan,42.4091,-88.026966,770.8490601,520.8490601,158.75479351848
1701,120972632600,PRIV,200.0,nan,nan,nan,nan,272.0,nan,nan,42.412573,-88.027206,800.1801147,528.1801147,160.98929896056
1702,120972633800,PRIV,185.0,nan,nan,nan,nan,303.0,nan,nan,42.401593,-88.061515,808.1315918,505.1315918,153.96410918064
1703,120972634900,PRIV,160.0,nan,nan,nan,nan,319.0,nan,nan,42.410245,-88.104417,819.300354,500.30035399999997,152.4915478992
1704,120972636300,PRIV,160.0,197134.0,nan,nan,nan,275.0,nan,nan,42.399682,-88.070791,794.5564575,519.5564575,158.360808246
1705,120972642400,PRIV,280.0,nan,nan,nan,nan,281.0,nan,nan,42.364755,-88.068682,788.920166,507.920166,154.81406659680002
1706,120972642700,PRIV,240.0,335438.0,nan,nan,nan,267.0,nan,nan,42.363581,-88.057853,792.1833496,525.1833496,160.07588495808002
1707,120972651500,PRIV,85.0,nan,nan,nan,nan,214.0,nan,nan,42.456136,-88.129125,735.7929688,521.7929688,159.04249689024002
1708,120972660400,PRIV,160.0,315892.0,nan,nan,nan,230.0,nan,nan,42.448262,-88.016012,760.0336914,530.0336914,161.55426913872
1709,120972660800,PRIV,190.0,316118.0,nan,nan,nan,260.0,nan,nan,42.432632,-88.115369,787.4607544,527.4607544,160.77003794112002
1710,120972680400,PRIV,200.0,315656.0,nan,nan,nan,230.0,nan,nan,42.455345,-88.0673,789.5093384,559.5093384,170.53844634432002
1711,120972680500,PRIV,180.0,316069.0,nan,nan,nan,317.0,nan,nan,42.432638,-88.061298,835.6223755,518.6223755,158.0761000524
1712,120972721000,PRIV,200.0,325417.0,BL,nan,5/15/2001 11:07:04,219.0,nan,nan,42.384124,-88.119865,745.0752563,526.0752563,160.34773812024
1713,120972741300,PRIV,200.0,338011.0,nan,nan,nan,240.0,nan,nan,42.370822,-88.137869,795.1104736,555.1104736,169.19767235328
1714,120972742000,PRIV,300.0,316052.0,nan,nan,nan,318.0,nan,nan,42.433395,-88.057805,835.5110474,517.5110474,157.73736724752
1715,120972748500,PRIV,240.0,316209.0,BL,nan,5/15/2001 0:00:00,268.0,nan,nan,42.427246,-88.111375,804.2871094,536.2871094,163.46031094512
1716,120972752500,PRIV,300.0,333908.0,BL,nan,5/15/2001 0:00:00,278.0,nan,nan,42.368146,-88.001184,777.2352295,499.23522949999995,152.1668979516
1717,120972762300,PRIV,100.0,339588.0,nan,nan,nan,275.0,nan,nan,42.379955,-88.110476,796.6352539,521.6352539,158.99442538872
1718,120972768700,PRIV,165.0,188385.0,nan,nan,nan,255.0,nan,nan,42.359647,-88.05709,779.0327148,524.0327148,159.72517147104
1719,120972770100,PRIV,200.0,nan,BL,nan,5/15/2001 11:07:04,255.0,nan,nan,42.383556,-88.138266,780.6281128,525.6281128,160.21144878144003
1720,120972773800,PRIV,150.0,339603.0,nan,nan,nan,224.0,nan,nan,42.38549,-88.119321,745.4592285,521.4592285,158.9407728468
1721,120972775700,PRIV,165.0,197097.0,nan,nan,nan,289.0,nan,nan,42.400042,-88.066424,815.0448608,526.0448608,160.33847357184
1722,120972782200,PRIV,300.0,316053.0,nan,nan,nan,318.0,nan,nan,42.432263,-88.059145,841.8656006,523.8656006,159.67423506288
1723,120972787800,PRIV,260.0,335389.0,BL,nan,5/15/2001 0:00:00,256.0,nan,nan,42.357399,-88.053817,787.7846069,531.7846069,162.08794818312
1724,120972789800,PRIV,250.0,338869.0,nan,nan,nan,266.0,nan,nan,42.380293,-88.136155,788.5471191,522.5471191,159.27236190168003
1725,120972799200,PRIV,260.0,335232.0,nan,nan,nan,265.0,nan,nan,42.369385,-88.081189,782.1251831,517.1251831,157.61975580888
1726,120972810000,PRIV,160.0,313942.0,BL,nan,5/15/2001 11:07:04,280.0,nan,nan,42.467714,-88.022358,807.9934082,527.9934082,160.93239081936
1727,120972813400,PRIV,140.0,325412.0,BL,nan,5/15/2001 11:07:04,240.0,nan,nan,42.391749,-88.005449,762.6390991,522.6390991,159.30039740568
1728,120972839500,PRIV,250.0,335446.0,nan,nan,nan,267.0,nan,nan,42.363968,-88.04348,777.3358154,510.3358154,155.55035653392
1729,120972839600,PRIV,80.0,333795.0,nan,nan,nan,271.0,nan,nan,42.372194,-88.002799,783.2276001,512.2276001,156.12697251048002
1730,120972847100,PRIV,240.0,nan,nan,nan,nan,285.0,nan,nan,42.480799,-87.983623,805.4523315,520.4523315,158.63387064120002
1731,120972848200,PRIV,160.0,338984.0,nan,nan,nan,266.0,nan,nan,42.39793,-88.056668,801.8065796,535.8065796,163.31384546208
1732,120972870200,PRIV,160.0,196322.0,BL,nan,5/15/2001 11:07:04,310.0,nan,nan,42.408587,-88.107109,844.0003662,534.0003662,162.76331161776002
1733,120972886700,PRIV,200.0,316224.0,BL,nan,5/15/2001 0:00:00,260.0,nan,nan,42.428601,-88.109937,799.3353271,539.3353271,164.38940770008
1734,120972886800,PRIV,200.0,316223.0,BL,nan,5/15/2001 0:00:00,258.0,nan,nan,42.428152,-88.109902,791.5742798,533.5742798,162.63344048304
1735,120972903500,PRIV,0.0,nan,BL,nan,5/15/2001 11:07:04,291.0,nan,nan,42.401313,-88.065873,822.0286255,531.0286255,161.8575250524
1736,120972910400,COMM,80.0,337798.0,BL,nan,5/15/2001 11:07:04,237.0,nan,nan,42.381092,-88.124133,742.0372314,505.0372314,153.93534813072
1737,120972916400,PRIV,160.0,197141.0,BL,nan,5/15/2001 0:00:00,289.0,nan,nan,42.398488,-88.079703,822.7556763,533.7556763,162.68873013624
1738,120972919900,PRIV,200.0,315031.0,BL,nan,5/15/2001 0:00:00,251.0,nan,nan,42.472098,-88.021131,793.7606812,542.7606812,165.43345562976
1739,120972925900,PRIV,230.0,322946.0,BL,nan,5/15/2001 11:07:04,218.0,nan,nan,42.384124,-88.119126,747.2144165,529.2144165,161.3045541492
1740,120972926500,IRRIG,120.0,326543.0,nan,nan,nan,256.0,nan,nan,42.441614,-88.014503,776.5499268,520.5499268,158.66361768864
1741,120972930900,PRIV,200.0,196946.0,BL,nan,5/15/2001 0:00:00,270.0,nan,nan,42.397273,-88.101195,777.3059082,507.3059082,154.62684081936
1742,120972936500,PRIV,230.0,322947.0,BL,nan,5/15/2001 11:07:04,221.0,nan,nan,42.384127,-88.119679,745.5653076,524.5653076,159.88750575648
1743,120972940900,COMM,150.0,nan,nan,nan,nan,288.0,nan,nan,42.379651,-88.083737,804.0714111,516.0714111,157.29856610328
1744,120972944500,PRIV,200.0,196950.0,BL,nan,5/15/2001 0:00:00,269.0,nan,nan,42.397273,-88.101195,777.3059082,508.3059082,154.93164081936
1745,120972945500,PRIV,120.0,313819.0,BL,nan,5/15/2001 11:07:04,247.0,nan,nan,42.481781,-87.985309,810.6972046,563.6972046,171.81490796207999
1746,120972946500,PRIV,185.0,313833.0,nan,nan,nan,268.0,nan,nan,42.477712,-87.996459,766.0753174,498.0753174,151.81335674352002
1747,120972947800,PRIV,100.0,311797.0,BL,nan,5/15/2001 0:00:00,206.0,nan,nan,42.381874,-87.885595,718.166626,512.166626,156.1083876048
1748,120972954600,PRIV,180.0,337859.0,BL,nan,5/15/2001 11:07:04,247.0,nan,nan,42.379432,-88.136752,753.6362915,506.63629149999997,154.4227416492
1749,120972956100,PRIV,260.0,316216.0,nan,nan,nan,280.0,nan,nan,42.41675,-88.117654,809.8338013,529.8338013,161.49334263624002
1750,120972957100,PRIV,150.0,196261.0,BL,nan,5/15/2001 11:07:04,285.0,nan,nan,42.40156,-88.066957,815.9505615,530.9505615,161.83373114520003
1751,120972957200,PRIV,140.0,196310.0,BL,nan,5/15/2001 11:07:04,305.0,nan,nan,42.411228,-88.105586,821.06427,516.06427,157.296389496
1752,120972961300,PRIV,120.0,315026.0,BL,nan,5/15/2001 11:07:04,261.0,nan,nan,42.468264,-88.022271,805.8843994,544.8843994,166.08076493712002
1753,120972967300,PRIV,200.0,196323.0,BL,nan,5/15/2001 11:07:04,330.0,nan,nan,42.409147,-88.107447,851.8643188,521.8643188,159.06424437024
1754,120972995000,PRIV,125.0,196474.0,BL,nan,5/15/2001 11:07:04,284.0,nan,nan,42.398237,-88.108713,781.1737061,497.1737061,151.53854561928
1755,120973028700,PRIV,230.0,333382.0,BL,nan,5/15/2001 0:00:00,260.0,nan,nan,42.391408,-88.044845,761.0473633,501.04736330000003,152.71923633384003
1756,120973063100,PRIV,150.0,196344.0,BL,nan,5/15/2001 11:07:04,300.0,nan,nan,42.407844,-88.106708,834.2293091,534.2293091,162.83309341368002
1757,120973074700,PRIV,275.0,335225.0,nan,nan,nan,258.0,nan,nan,42.3687,-88.078893,761.5760498,503.57604979999996,153.48997997904
1758,120973092000,PRIV,270.0,334659.0,BL,nan,5/15/2001 11:07:04,220.0,nan,nan,42.384717,-88.118211,747.5061035,527.5061035,160.7838603468
1759,120973105100,PRIV,240.0,228325.0,BL,nan,5/15/2001 11:07:04,270.0,nan,nan,42.383413,-88.114436,790.0713501,520.0713501,158.51774751048
1760,120973107300,PRIV,100.0,313720.0,BL,nan,5/15/2001 11:07:04,223.0,nan,nan,42.420632,-88.12388,746.756897,523.756897,159.6411022056
1761,120973107800,PRIV,0.0,239999.0,nan,nan,nan,303.0,nan,nan,42.381795,-88.112924,792.8955688,489.8955688,149.32016937024
1762,120973132100,PRIV,0.0,nan,BL,nan,5/15/2001 11:07:04,250.0,nan,nan,42.391466,-88.122918,780.7197876,530.7197876,161.76339126048
1763,120973162200,NCPUB,150.0,196487.0,BL,nan,5/15/2001 11:07:04,238.0,nan,nan,42.388334,-88.112633,773.0299683,535.0299683,163.07713433784
1764,120973162300,PRIV,150.0,196822.0,BL,nan,5/15/2001 11:07:04,260.0,nan,nan,42.390708,-88.12063,782.5201416,522.5201416,159.26413915968
1765,120973163400,PRIV,150.0,311727.0,nan,nan,nan,201.0,nan,nan,42.487172,-88.122457,747.3883667,546.3883667,166.53917417016
1766,120973164100,PRIV,220.0,227988.0,BL,nan,5/15/2001 11:07:04,207.0,nan,nan,42.493305,-88.013195,767.3650513,560.3650513,170.79926763624002
1767,120973183000,PRIV,90.0,335436.0,BL,nan,5/15/2001 11:07:04,263.0,nan,nan,42.363856,-88.061747,778.815979,515.815979,157.2207103992
1768,120973184400,PRIV,250.0,316214.0,BL,nan,5/15/2001 0:00:00,260.0,nan,nan,42.42682,-88.109811,794.7398682,534.7398682,162.98871182736002
1769,120973184600, ,0.0,260711.0,BL,nan,5/15/2001 0:00:00,241.0,nan,nan,42.401386,-88.059583,796.9534912,555.9534912,169.45462411776
1770,120973191100,PRIV,150.0,nan,BL,nan,5/15/2001 0:00:00,310.0,nan,nan,42.410392,-88.105685,826.2556152,516.2556152,157.35471151296
1771,120973245700,PRIV,150.0,337452.0,BL,nan,5/15/2001 0:00:00,224.0,nan,nan,42.395749,-88.138863,740.7509766,516.7509766,157.50569766767998
1772,120973245800,PRIV,100.0,196830.0,BL,nan,5/15/2001 11:07:04,249.0,nan,nan,42.38836,-88.122012,770.7783203,521.7783203,159.03803202744
1773,120973246000,PRIV,100.0,nan,BL,nan,5/15/2001 11:07:04,277.0,nan,nan,42.380193,-88.132657,797.5568237,520.5568237,158.66571986376002
1774,120973248600,PRIV,150.0,nan,nan,nan,nan,265.0,nan,nan,42.385723,-88.136193,796.2367554,531.2367554,161.92096304592002
1775,120973249200,PRIV,200.0,nan,BL,nan,5/15/2001 11:07:04,62.0,nan,nan,42.382048,-88.123174,742.2075806,680.2075806,207.32727056688003
1776,120973259500,COMM,250.0,nan,nan,nan,nan,233.0,nan,nan,42.36727,-88.125437,751.6599121,518.6599121,158.08754120808
1777,120973265900,PRIV,130.0,nan,nan,nan,nan,164.0,nan,nan,42.40675,-88.041258,792.8228149,628.8228149,191.66519398152002
1778,120973270300,PRIV,130.0,nan,BL,nan,5/15/2001 11:07:04,321.0,nan,nan,42.40968,-88.107294,852.1138916,531.1138916,161.88351415968
1779,120973270500,PRIV,200.0,nan,nan,nan,nan,330.0,nan,nan,42.412692,-88.107924,815.9341431,485.93414310000003,148.11272681688
1780,120973270700,PRIV,190.0,196363.0,nan,nan,nan,310.0,nan,nan,42.415124,-88.111297,805.5501709,495.5501709,151.04369209032
1781,120973271100,PRIV,150.0,nan,BL,nan,5/15/2001 11:07:04,298.0,nan,nan,42.411398,-88.105999,816.0393677,518.0393677,157.89839927495998
1782,120973271300,PRIV,160.0,196821.0,VJA,arcmap,7/20/1904 0:00:00,269.0,nan,nan,42.396383,-88.117722,790.8452148,521.8452148,159.05842147104002
1783,120973271500,PRIV,140.0,196519.0,BL,nan,5/15/2001 11:07:04,252.0,nan,nan,42.390564,-88.117165,772.572998,520.572998,158.6706497904
1784,120973271600,PRIV,220.0,196846.0,BL,nan,5/15/2001 11:07:04,255.0,nan,nan,42.396221,-88.117997,788.5515137,533.5515137,162.62650137576
1785,120973272300,PRIV,240.0,196461.0,nan,nan,nan,252.0,nan,nan,42.388354,-88.109061,773.4946289,521.4946289,158.95156288872
1786,120973272400,PRIV,200.0,196883.0,nan,nan,nan,328.0,nan,nan,42.398202,-88.118993,807.2346802,479.23468019999996,146.07073052496
1787,120973272500,PRIV,160.0,196886.0,BL,nan,5/15/2001 11:07:04,275.0,nan,nan,42.396737,-88.119819,803.8093872,528.8093872,161.18110121856
1788,120973273000,PRIV,310.0,196899.0,nan,nan,nan,309.0,nan,nan,42.400511,-88.119775,804.5170288,495.51702880000005,151.03359037824004
1789,120973276100,PRIV,260.0,333575.0,nan,nan,nan,298.0,nan,nan,42.395412,-88.058027,818.3618774,520.3618774,158.60630023152
1790,120973281600,PRIV,140.0,333536.0,nan,nan,nan,274.0,nan,nan,42.392689,-88.058639,806.6773071,532.6773071,162.36004320408
1791,120973287200,COMM,160.0,334385.0,BL,nan,5/15/2001 0:00:00,244.0,nan,nan,42.375485,-88.064709,778.6524658,534.6524658,162.96207157583999
1792,120973288300,PRIV,240.0,334654.0,BL,nan,5/15/2001 0:00:00,269.0,nan,nan,42.38218,-88.112377,796.6467285,527.6467285,160.8267228468
1793,120973288500,PRIV,270.0,334766.0,BL,nan,5/15/2001 11:07:04,238.0,nan,nan,42.382115,-88.117818,754.864624,516.864624,157.54033739520003
1794,120973289500,PRIV,180.0,334895.0,nan,nan,nan,190.0,nan,nan,42.358129,-88.108047,765.138916,575.138916,175.3023415968
1795,120973289800,PRIV,140.0,334912.0,BL,nan,5/15/2001 11:07:04,217.0,nan,nan,42.360327,-88.109974,793.3857422,576.3857422,175.68237422256001
1796,120973290000,PRIV,150.0,334915.0,nan,nan,nan,247.0,nan,nan,42.367993,-88.097081,751.7827148,504.7827148,153.85777147104002
1797,120973290200,PRIV,120.0,335233.0,nan,nan,nan,257.0,nan,nan,42.369451,-88.081358,779.5523071,522.5523071,159.27394320408
1798,120973292100,PRIV,240.0,334762.0,nan,nan,nan,246.0,nan,nan,42.384837,-88.116867,760.5054932,514.5054932,156.82127432736002
1799,120973292900,PRIV,230.0,335322.0,nan,nan,nan,258.0,nan,nan,42.35965,-88.052231,773.7296143,515.7296143,157.19438643864
1800,120973293000,PRIV,250.0,335392.0,BL,nan,5/15/2001 11:07:04,258.0,nan,nan,42.357882,-88.055274,796.5997925,538.5997925,164.16521675400003
1801,120973293200,PRIV,160.0,335390.0,nan,nan,nan,253.0,nan,nan,42.359157,-88.054564,783.9614868,530.9614868,161.83706117664
1802,120973305900,PRIV,300.0,nan,BL,nan,5/15/2001 11:07:04,287.0,nan,nan,42.367199,-87.999362,788.9096069,501.90960689999997,152.98204818311999
1803,120973329200,PRIV,200.0,313225.0,BL,nan,5/15/2001 0:00:00,210.0,nan,nan,42.437982,-88.136125,735.7929688,525.7929688,160.26169689024002
1804,120973338900,STOCK,100.0,313892.0,nan,nan,nan,222.0,nan,nan,42.47797,-88.009265,771.9440918,549.9440918,167.62295918064
1805,120973339200,COMM,250.0,nan,nan,nan,nan,238.0,nan,nan,42.478021,-88.01661,784.6565552,546.6565552,166.62091802496
1806,120973344400,PRIV,160.0,315226.0,BL,nan,5/15/2001 0:00:00,220.0,nan,nan,42.454198,-88.107895,799.520752,579.520752,176.6379252096
1807,120973348400,PRIV,100.0,315786.0,nan,nan,nan,250.0,nan,nan,42.450858,-88.078506,774.2453613,524.2453613,159.78998612424002
1808,120973351700,PRIV,200.0,315890.0,nan,nan,nan,225.0,nan,nan,42.452415,-88.004568,749.6228638,524.6228638,159.90504888624
